minute,mint,price_usd
2026-06-05 12:39:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000003587691820436767
2026-06-05 12:40:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.0000036071925659394053
2026-06-05 12:41:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.0000029848046187774935
2026-06-05 12:42:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.00000333049002369505
2026-06-05 12:45:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000002010778794631766
2026-06-05 12:50:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.0000024192651450630383
2026-06-05 12:51:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000002976283483123109
2026-06-05 12:52:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000003534682753581308
2026-06-05 12:53:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.00000748063782784213
2026-06-05 12:55:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000008482685624737202
2026-06-05 12:56:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000007099786603000141
2026-06-05 13:02:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000007129050243117687
2026-06-05 13:03:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000006293019040499251
2026-06-05 13:04:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000006299222120871071
2026-06-05 13:06:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000008451661465308353
2026-06-05 13:07:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000016699202289479683
2026-06-05 13:08:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000023044159948351437
2026-06-05 13:09:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.00002292830662342066
2026-06-05 13:10:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000019907694386656726
2026-06-05 13:11:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000013795490268634781
2026-06-05 13:12:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000013802272758554207
2026-06-05 13:13:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000014196465392578483
2026-06-05 13:14:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.00001496725673770087
2026-06-05 13:15:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000015008711199379202
2026-06-05 13:16:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000015009075752311269
2026-06-05 13:17:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000011797368436297177
2026-06-05 13:19:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000010385863044104528
2026-06-05 13:20:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000007755279577876415
2026-06-05 13:21:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000014147430262007248
2026-06-05 13:24:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000019062615069756897
2026-06-05 13:25:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000019091909098578227
2026-06-05 13:26:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000019100544688485718
2026-06-05 13:28:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000014076153259128198
2026-06-05 13:31:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.00001255165019210684
2026-06-05 13:32:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000012564040319127445
2026-06-05 13:38:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000010518868059340656
2026-06-05 13:39:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000010525208083022213
2026-06-05 13:40:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.00000900966370034117
2026-06-05 13:43:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.0000090140684062759
2026-06-05 13:46:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000008958469232103424
2026-06-05 13:48:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000009259001151929476
2026-06-05 13:51:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000009194852007747778
2026-06-05 13:53:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000010119192220738644
2026-06-05 13:58:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000012500359184841047
2026-06-05 14:00:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.00001981697973191073
2026-06-05 14:01:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.00001646414965489793
2026-06-05 14:03:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.00001647242719496
2026-06-05 14:05:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000016483819503557152
2026-06-05 14:14:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000015926599185101447
2026-06-05 14:15:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000016521355658358463
2026-06-05 14:16:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000013725930501970177
2026-06-05 14:18:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000009901834123546225
2026-06-05 14:19:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000008639878166104414
2026-06-05 14:20:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000006158902979115989
2026-06-05 14:21:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000006161377201692554
2026-06-05 14:25:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.0000061495845569087535
2026-06-05 14:29:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000005384750424579357
2026-06-05 14:32:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000005727732991340538
2026-06-05 14:34:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000004312668117758886
2026-06-05 14:35:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000008064178692325577
2026-06-05 14:36:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000010241968992703687
2026-06-05 14:37:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000010106641105058567
2026-06-05 14:38:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000012188164708512841
2026-06-05 14:45:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000012271300459891901
2026-06-05 14:53:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000012241703886461003
2026-06-05 14:54:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000012338804764790487
2026-06-05 14:58:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.00001240206219916277
2026-06-05 15:02:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000012358219215685388
2026-06-05 15:03:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000012370754828387009
2026-06-05 15:04:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000012387688562838842
2026-06-05 15:13:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000012302672210214014
2026-06-05 15:15:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000012240499846580264
2026-06-05 15:20:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.00001231497065062697
2026-06-05 15:24:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000014771056821693287
2026-06-05 15:25:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000014781658918346023
2026-06-05 15:31:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000014760237117773935
2026-06-05 15:32:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000014762728413808741
2026-06-05 15:38:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000014742335202303335
2026-06-05 15:39:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000012030227557340831
2026-06-05 15:41:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000013949969452378803
2026-06-05 16:13:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000007043730212833333
2026-06-05 16:14:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000007045960250855082
2026-06-05 16:22:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000007192182481206637
2026-06-05 16:25:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000005144698418678381
2026-06-05 16:30:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000004994919935050579
2026-06-05 16:31:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000005007920582186532
2026-06-05 16:32:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000009529974156498088
2026-06-05 16:33:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000030078732941070347
2026-06-05 16:34:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.00004031854383812456
2026-06-05 16:37:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000037709482014991954
2026-06-05 16:38:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.00003527625037549364
2026-06-05 16:39:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000031549235429639026
2026-06-05 16:40:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000029940653534006773
2026-06-05 16:42:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000020086702980578206
2026-06-05 16:49:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000022098888097969396
2026-06-05 16:52:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000036952518969546246
2026-06-05 16:57:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.00006164945575709841
2026-06-05 16:58:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.00007340540848667594
2026-06-05 16:59:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.00005671266633804292
2026-06-05 17:02:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000047127157189312705
2026-06-05 17:05:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000031360357899985023
2026-06-05 17:09:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000016434346955629942
2026-06-05 17:10:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.00001063283333630459
2026-06-05 17:16:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000015930569733407477
2026-06-05 17:25:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.00001654927703838108
2026-06-05 17:26:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000010439507286147884
2026-06-05 17:27:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000013888556437864045
2026-06-05 17:28:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000011011301084270485
2026-06-05 17:29:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.00001788962127453658
2026-06-05 17:30:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000006733361463019667
2026-06-05 17:31:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000008308381220592323
2026-06-05 17:32:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.0000068342260452880675
2026-06-05 17:33:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000009171310029701909
2026-06-05 17:34:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000006640605594328597
2026-06-05 17:35:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.0000021639614367734324
2026-06-05 17:36:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,0.000001265134177668617
2026-06-05 17:37:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,5.932532772552673e-7
2026-06-05 17:41:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,5.006662414200874e-7
2026-06-05 17:42:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,4.869530069810515e-7
2026-06-05 17:43:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,5.001680805544933e-7
2026-06-06 12:01:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,4.664659526189325e-7
2026-06-06 12:02:00.000 UTC,26suWkbYU1BySReb2h1P6wYEsmFbFmEwtAssm73gpump,4.785138530965437e-7
