mint,dev_holding_pct,top_10_holding_pct,tx_velocity_1m,has_socials,funded_from_cex,is_success
AKGJD4FpSR4pL415cfwEtmoxGBpEGXGf4bHD9URpump,0.0,6.935936090945099,11,1,0,0
E4tVyGRBmijokVHDNZvDbZ9kLrQd7wuCLpTVkqUepump,1.5857142857142001,1.5857142857142001,3,1,0,0
4pW3ZLt1ex76Xw1yDKK86aUZuW76Cjr6SAWS6cqDpump,4.887449999999999e-08,1.3054062973252,23,1,0,0
4ii2aBaexJy9S4znrgLAPQZrKkEtRH8iR2YtU4guKmCz,3.57666547e-05,3.57666547e-05,1,1,0,0
FWwGrpTqbu7QxKr8xTQghw4r5Z7NjNrGJ1c1NEMbpump,10.0,10.5896808009975,9,1,0,1
3KsMwDN4i7vhdwu5d2CgDyMad4PrUpiE2hEXYFiApump,0.0,0.21884977369609998,5,1,0,0
HK3vMPFtjsVBNofo2SrvUS2iCWz1f3poE6wpzCZpump,3.4612903225806,3.4612903225806,3,1,0,0
B2UR8mUWJKJvYYBtfjQwNNBTj6iVvyYjPZ79unWipump,3.353125,9.954375182606299,6,1,0,0
GmahZkgyWEP2zcjXVKetMz8FGBmv9hVc2gS3Dj4Qpump,0.0,1.1755354068404,12,1,0,1
Hug39cb8S6Yc2d9RUoeCBSvjiFXGRZdiJWLzvFCGpump,5.7542586750788,12.8070282065642,9,1,0,0
59VU44ZgsHiMfFFqLo9X3gZfFXLKdRxtY7qucDKmo6Mi,0.0,0.2177552443757,7,1,0,0
QHWvoN1G47yQYzB4hFNAiGSVSpEfzbokCCdARr1SHcx,0.0,36.4375731862074,181,1,0,0
84AdZ5RvyAbXSiyjKag7F7DApyhn69gdkTQe74Jxpump,78.0363636363636,79.31,2,1,0,1
6WyTBnzipMYrHsu5u9DN5ybM6Da9v9XpeowszjMKpump,0.0,5.5781867906614,7,1,0,0
D4dwTJzxVWCzpwynGx3m3q349xDz7eVpvvWES7HHpump,0.0,0.7883878200333001,9,1,0,0
SXFQ5jXcuiEwnhapEsxXhkqruCTn5dfs1r6ehbFpump,0.0,1.6924557203014001,3,1,0,0
H23PvXbDBUw6C8c8zasJHPdTfHX7hcswMER6BbKtpump,6.9432439996484,7.0989046568099,6,1,0,0
GjWn3hnjhUBxKtGSVXomsrnbfoBN1DFUdG5WNDowpump,3.4612903225806,3.5261533255133,8,1,0,0
9uQ7iSak5j42B7Ld1Txw3W2ff4dHb965X23AUS3opump,78.0363636363636,79.31,3,1,0,1
8Wje44bWYaG35FzH5KBoHByFQdhFY95DmuTvNKKkpump,3.4612903225806,6.9571072318109,4,1,0,0
DmGbpQWWJZsShsSVgqBBsPzRPQ8Fw5GUTjhje5bJpump,0.0,0.5024494251423,14,1,0,0
FLMVyRtcfNazULMBZ1tv8cPuXt3455LzQw5BGkPGpump,0.0,0.4891231450109,10,1,0,0
ZQmMsn7XzALhP7dRaLpT9B4kYisi8yynKsuFwrQpump,0.0,19.0036857766299,165,1,0,1
2nBHY1419v3dL88WKeNThTRmUufqKJDaTCBdoJjW4Pv5,15.3285714285713,15.331170303393701,4,1,0,0
764DfrLtJ6B4VCXSRrPPSg3nZcUxFNurhWP6SMncpump,0.0,0.00035766547440000004,1,1,0,0
Ca4Q9eJj1LyC5vGsjCXqCHB337jsdWEdwDkMFcJspump,10.0492447129909,51.7011441272149,47,1,0,1
DVopRkaeUSMcMwNPL81cLUCZRqfS8LZ5xr9A5V3epump,1.2373970345963,4.6205741625712,2,1,0,0
3JHf3iCTUsautP6rpAMXm6SepcnTJxNX6nc8NspWpump,0.0,3.7647305606799,17,1,0,0
GrA1PgVW8Eh1Vdvra1RsiDJNKxxtKT5JdpRi9tXwpump,3.5766665e-06,0.0714844889962,2,1,0,0
EdLwZYWd9J4yEx8RhYmhYmopN2wxdkb7khJPXKGspump,0.0,34.2421492840773,168,1,0,1
2zGKLgvN3Vh9KsHJt63VWLusFZg83BUfoJMn4EWmpump,0.0,0.4695331620373,12,1,0,0
A1ouekPRqtPpb8ywbQMGSqkd6hBqnRaiXG6LWwo5pump,0.0107289271072,0.35203175960669997,5,1,0,0
Hra2CDEeRjCm9V7izCUrpCXwtL3zwNTpkvjeuqTppump,0.1428761651131,0.2499370357995,5,1,0,0
EBTap4MdroGVwasR2KQP7G2TygjGcqXi4EtnzXVVpump,0.0,40.2526461553779,131,1,0,1
9zaoxJkX48YPpT45BP8rr4KxRyNvg49vtDRpv1dvpump,0.0,0.49542370279979997,10,1,0,0
Gdyp1kfjamPuLZaErRumhJxraRQbRQ6967ZSPoQfpump,64.37999999999991,79.2589417193238,12,1,0,1
5d33Uot5Q2qBtducu9NePDfdKptZFRkvzXvTsYd8pump,3.4612903225806,9.5570850199988,5,1,0,1
ATy6RCiCAakQtv4YZAPW2Ev8ptL662KpNuwPTjTqpump,4.4565495207667,34.8937408870857,137,1,0,1
FAcgHxSyjJwiXHhk8JerMopDiespQigjs3T9DLfqpump,0.0,0.3018901619908,14,1,0,1
ETNVRkZaJAAv7Gfdak3JigLxAeVoCBa3L1JfSbVupump,2.6170736365853,15.0891572749555,22,1,0,0
VALVAPK25hXKw43Jme3xDZkNTGVVqjsLDoA2pQzpump,0.0,0.2677961292216,13,1,0,1
Ajk1Xp7j7hU24tu1VraAhje9msL7iAeUYdZWrtidpump,0.0,0.9098307405566001,7,1,0,0
5BcyegfW3WgSEjDLoSGS9jtsQQcTZbMf8eckbBrMpump,6.7062499999998995,6.706250000996899,3,1,0,1
7ggQLTb2ATefJyieiEPtT6wKXunByrRZCgmWScGzpump,0.0,28.7052164069749,73,1,0,0
FcwLvixKHekSEKRLtqRu5WX8Mt9GYpmKicBpxY5fpump,1.7590163934426002,43.4866991168857,130,1,0,1
5r77vnEQDShKHYdZFH2qpasnv4rrvVug2uPCxdLpHW7M,0.0,20.762720888417398,62,1,0,0
HfxYMaVZfyLqxgJ5NZwTXmC1yxDzGCFGHgvumygCpump,6.7062499999998995,6.7691210937479,4,1,0,0
CmLvcYKiCG8UFXopgeAEajkh5UDC4DaMnX8xfbSCpump,0.0,0.6294191426539,11,1,0,0
4MRLHGCVBMipzBWzZeJSrSzxvWqkc9P3aa8RrEjMpump,0.0,0.3789586004958,9,1,0,0
BCRbJjYvs2tnkGTFDPC3kLiUvUkCrhizaEpqjq4Gpump,9.7545454545454,9.9585041322313,2,1,0,0
4eLrDZZrj7A5eifyHkzshxV2ay2mkGoneXV62rXwpump,60.6478260869565,79.2424860001271,17,1,0,1
7crC17cBrxDmNbeKVC3gqotbZYuaKkrwSy8cZjgppump,10.0,10.0,5,1,0,1
jUfwXi6BWechD13bzp1R1h2AR3bSKuGkJd5qJmppump,3.4612903224688996,43.4418457207714,24,1,0,1
